Title,Authors,Price,Stars,Number of Reviews,Published Date,Country,Currency
"Ace the 2023 AWS Certified Machine Learning Specialty Exam Prep: 3 Practice Exams, Quizzes, Flashcards, FAQs, I Passed AWS MLS-C01 Testimonials, Top 10 Technical Insights, Machine Learning concepts  ",[],15.0,,,2023-01-07,Australia,AU Dollars
Insights from the Algorithm: A Machine Learning Story  ,[],137.0,,,2023-10-12,Australia,AU Dollars
An Introduction to Machine Learning  ,[],72.0,,,2017-09-08,Australia,AU Dollars
"Artificial Intelligence: What You Need to Know About Machine Learning, Robotics, Deep Learning, Recommender Systems, Internet of Things, Neural Networks, Reinforcement Learning, and Our Future  ",[],4.0,,,2019-01-25,Australia,AU Dollars
Quantum Machine Learning and Optimisation in Finance: On the Road to Quantum Advantage  ,[],82.0,,,2022-10-31,Australia,AU Dollars
Machine Learning for Time Series Forecasting with Python  ,[],93.0,,,2020-11-30,Australia,AU Dollars
"Patterns, Predictions, and Actions: Foundations of Machine Learning  ",[],79.0,,,2023-01-03,Australia,AU Dollars
"Learning OpenCV 4 Computer Vision with Python 3: Get to grips with tools, techniques, and algorithms for computer vision and machine learning, 3rd Edition  ",[],77.0,,,2020-02-20,Australia,AU Dollars
Machine Learning with oneAPI  ,[],80.0,,,2023-09-21,Australia,AU Dollars
"Deep Learning with TensorFlow 2 and Keras: Regression, ConvNets, GANs, RNNs, NLP, and more with TensorFlow 2 and the Keras API, 2nd Edition  ",[],37.0,,,2019-12-27,Australia,AU Dollars
Machine Learning with R - Second Edition: Expert techniques for predictive modeling to solve all your data analysis problems  ,[],56.0,,,2015-07-31,Australia,AU Dollars
The Alignment Problem - Machine Learning and Human Values  ,[],0.0,,,2021-10-05,Australia,AU Dollars
Hands-On Machine Learning with ML.NET: Getting started with Microsoft ML.NET to implement popular machine learning algorithms in C#  ,[],84.0,,,2020-03-27,Australia,AU Dollars
Art in the Age of Machine Learning (Leonardo)  ,[],66.0,,,2021-11-23,Australia,AU Dollars
Learning Tensorflow.js: Powerful Machine Learning in JavaScript  ,[],56.0,,,2021-05-18,Australia,AU Dollars
Machine Learning For Business: A Developer's Cookbook  ,[],0.0,,,2023-09-28,Australia,AU Dollars
"Artificial Neural Networks and Machine Learning – ICANN 2023: 32nd International Conference on Artificial Neural Networks, Heraklion, Crete, Greece, September ... Notes in Computer Science Book 14260)  ",[],109.0,,,2023-09-21,Australia,AU Dollars
Machine Learning Applications in Civil Engineering (Woodhead Publishing Series in Civil and Structural Engineering)  ,[],259.0,,,2023-09-29,Australia,AU Dollars
"How To Become a Learning Machine: Quick Start Guide (""How To"" Books)  ",[],0.0,,,2014-12-22,Australia,AU Dollars
The Hundred-Page Machine Learning Book in italiano (Italian Edition)  ,[],64.0,,,2022-01-10,Australia,AU Dollars
Knowledge Guided Machine Learning: Accelerating Discovery using Scientific Knowledge and Data (Chapman & Hall/CRC Data Mining and Knowledge Discovery Series)  ,[],76.0,,,2022-08-15,Australia,AU Dollars
"Mastering Machine Learning on AWS: Advanced machine learning in Python using SageMaker, Apache Spark, and TensorFlow  ",[],66.0,,,2019-05-20,Australia,AU Dollars
MACHINE LEARNING WITH PYTHON : A Comprehensive Beginners Guide to Learn the Realms of Machine Learning with Python  ,[],0.0,,,2019-07-21,Australia,AU Dollars
Machine Learning and Deep Learning Algorithms: Tools and Techniques Using MATLAB and Python  ,[],13.0,,,2019-09-04,Australia,AU Dollars
"Network Science with Python: Explore the networks around us using network science, social network analysis, and machine learning  ",[],98.0,,,2023-02-28,Australia,AU Dollars
"The Ultimate Data and AI Guide: 150 FAQs About Artificial Intelligence, Machine Learning and Data  ",[],0.0,,,2020-03-13,Australia,AU Dollars
Python Machine Learning: Complete and Clear Introduction to the Basics of Machine Learning with Python. Comprehensive Guide to Data Science and Analytics.  ,[],0.0,,,2020-06-27,Australia,AU Dollars
Introduction to Machine Learning: A Beginner's Guide in Plain English  ,[],0.0,,,2023-05-28,Australia,AU Dollars
The Hundred-Page Machine Learning Book em português (Portuguese Edition)  ,[],61.0,,,2022-01-10,Australia,AU Dollars
AWS CERTIFIED MACHINE LEARNING – SPECIALTY EXAM PRACTICE TESTS AND QUESTIONS: QUESTION AND DUMPS FOR AWS MLS-C01 CERTIFICATION  ,[],11.0,,,2023-09-14,Australia,AU Dollars
Machine Learning with SAS® Viya®  ,[],32.0,,,2020-05-30,Australia,AU Dollars
AI and Machine Learning for Coders: A Programmer's Guide to Artificial Intelligence  ,[],51.0,,,2020-10-02,Australia,AU Dollars
Machine Learning Using TensorFlow Cookbook: Create powerful machine learning algorithms with TensorFlow  ,[],33.0,,,2021-02-08,Australia,AU Dollars
Machine Learning Cookbook with Python: Create ML and Data Analytics Projects Using Some Amazing Open Datasets (English Edition)  ,[],17.0,,,2020-11-09,Australia,AU Dollars
Machine Learning Engineering with Python: Manage the lifecycle of machine learning models using MLOps with practical examples  ,[],73.0,,,2023-08-31,Australia,AU Dollars
Machine Learning: New and Collected Stories  ,[],0.0,,,,Australia,AU Dollars
Interpretable Machine Learning: A Guide For Making Black Box Models Explainable  ,[],44.0,,,2022-02-27,Australia,AU Dollars
Grokking Machine Learning  ,[],44.0,,,2023-09-14,Australia,AU Dollars
Machine Learning: 2 Books in 1: An Introduction Math Guide for Beginners to Understand Data Science Through the Business Applications  ,[],0.0,,,2020-05-16,Australia,AU Dollars
Architecting Data and Machine Learning Platforms  ,[],84.0,,,2023-10-12,Australia,AU Dollars
"Azure Machine Learning Engineering: Deploy, fine-tune, and optimize ML models using Microsoft Azure  ",[],36.0,,,2023-01-20,Australia,AU Dollars
"Reinforcement Learning, second edition: An Introduction (Adaptive Computation and Machine Learning series)  ",[],117.0,,,2018-11-13,Australia,AU Dollars
Machine Learning: For Students and Professionals  ,[],0.0,,,2023-10-16,Australia,AU Dollars
Pattern Recognition and Machine Learning  ,[],,,,2011-04-06,Australia,
Applications of Optimization and Machine Learning in Image Processing and IoT  ,[],86.0,,,2023-11-30,Australia,AU Dollars
Ultimate Step by Step Guide to Data Science Using Python: Real Word Use Cases with Downloadable Code Examples (Ultimate Step by Step Guide to Machine Learning Book 3)  ,[],0.0,,,2021-12-01,Australia,AU Dollars
Artificial Intelligence and Machine Learning for Business: A No-Nonsense Guide to Data Driven Technologies  ,[],0.0,,,2021-05-30,Australia,AU Dollars
The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World  ,[],15.0,,,2015-09-22,Australia,AU Dollars
Artificial Intelligence and Machine Learning for Business: A No-Nonsense Guide to Data Driven Technologies  ,[],41.0,,,2018-07-01,Australia,AU Dollars
Hands-On Machine Learning with R  ,[],147.0,,,2019-11-11,Australia,AU Dollars
Machine Learning Book: Make Informed Strategic Decisions For Yourself And Your Company  ,[],7.0,,,2022-12-08,Australia,AU Dollars
"Machine Intelligence: Demystifying Machine Learning, Neural Networks and Deep Learning  ",[],40.0,,,2019-01-11,Australia,AU Dollars
EEG Signal Processing and Machine Learning  ,[],192.0,,,2021-10-21,Australia,AU Dollars
Machine Learning and the Internet of Things in Education: Models and Applications (Studies in Computational Intelligence Book 1115)  ,[],203.0,,,2023-09-30,Australia,AU Dollars
Machine Learning: Interview Questions and Answers (Advanced Topics in Machine Learning Book 1)  ,[],11.0,,,2023-04-20,Australia,AU Dollars
"Sustainable Development through Machine Learning, AI and IoT: First International Conference, ICSD 2023, Delhi, India, July 15–16, 2023, Revised Selected ... Computer and Information Science Book 1939)  ",[],101.0,,,2023-12-10,Australia,AU Dollars
"Artificial Neural Networks and Machine Learning – ICANN 2023: 32nd International Conference on Artificial Neural Networks, Heraklion, Crete, Greece, September ... Notes in Computer Science Book 14263)  ",[],109.0,,,2023-09-21,Australia,AU Dollars
Generative Deep Learning  ,[],51.0,,,2023-05-31,Australia,AU Dollars
A Primer to the 42 Most commonly used Machine Learning Algorithms (With Code Samples).  ,[],11.0,,,2023-01-27,Australia,AU Dollars
Machine Learning in Business: An Introduction to the World of Data Science  ,[],31.0,,,2021-05-26,Australia,AU Dollars
Machine Learning: A Bayesian and Optimization Perspective  ,[],45.0,,,2015-05-19,Australia,AU Dollars
Artificial Intelligence and Machine Learning for Business: A No-Nonsense Guide to Data Driven Technologies  ,[],21.0,,,2018-07-01,Australia,AU Dollars
AWS Certified Machine Learning Study Guide: Specialty (MLS-C01) Exam  ,[],63.0,,,2021-12-10,Australia,AU Dollars
"Machine Learning with R: Expert techniques for predictive modeling to solve all your data analysis problems, 2nd Edition  ",[],60.0,,,2015-07-31,Australia,AU Dollars
"Foundations of Machine Learning, second edition  ",[],150.0,,,2018-12-25,Australia,AU Dollars
The Hundred-Page Machine Learning Book en français  ,[],66.0,,,2019-09-01,Australia,AU Dollars
Machine Learning on Kubernetes: A practical handbook for building and using a complete open source machine learning platform on Kubernetes  ,[],66.0,,,2022-06-24,Australia,AU Dollars
"Learning OpenCV 4 Computer Vision with Python 3: Get to grips with tools, techniques, and algorithms for computer vision and machine learning, 3rd Edition  ",[],63.0,,,2020-02-20,Australia,AU Dollars
Feature Engineering for Machine Learning: Principles and Techniques for Data Scientists  ,[],81.0,,,2018-04-30,Australia,AU Dollars
Python Machine Learning: Complete and Clear Introduction to the Basics of Machine Learning with Python. Comprehensive Guide to Data Science and Analytics.  ,[],21.0,,,2020-06-30,Australia,AU Dollars
"Machine Learning: The Ultimate Guide to Machine Learning, Neural Networks and Deep Learning for Beginners Who Want to Understand Applications, Artificial Intelligence, Data Mining, Big Data and More  ",[],27.0,,,2018-10-10,Australia,AU Dollars
Machine Learning and Big Data with kdb+/q  ,[],100.0,,,2019-11-21,Australia,AU Dollars
The Shape of Data: Geometry-Based Machine Learning and Data Analysis in R  ,[],40.0,,,2023-09-12,Australia,AU Dollars
Automated Machine Learning with AutoKeras: Deep learning made accessible for everyone with just few lines of coding  ,[],75.0,,,2021-05-21,Australia,AU Dollars
"Machine Learning in Clinical Neuroimaging: 6th International Workshop, MLCN 2023, Held in Conjunction with MICCAI 2023, Vancouver, BC, Canada, October ... Notes in Computer Science Book 14312)  ",[],72.0,,,2023-10-07,Australia,AU Dollars
Machine Learning with Python: Theory and Implementation  ,[],,,,2023-07-12,Australia,
Machine Learning Algorithms: Adversarial Robustness in Signal Processing  ,[],258.0,,,2023-11-30,Australia,AU Dollars
Machine Learning and Security: Protecting Systems with Data and Algorithms  ,[],84.0,,,2018-02-28,Australia,AU Dollars
Neural Networks and Deep Learning: A Textbook  ,[],128.0,,,2023-06-30,Australia,AU Dollars
Graph Machine Learning: Take graph data to the next level by applying machine learning techniques and algorithms  ,[],89.0,,,2021-06-25,Australia,AU Dollars
Machine Learning: Architecture in the age of Artificial Intelligence  ,[],62.0,,,2022-05-01,Australia,AU Dollars
"Machine Learning: For Beginners - Your Starter Guide For Data Management, Model Training, Neural Networks, Machine Learning Algorithms  ",[],0.0,,,2018-01-08,Australia,AU Dollars
Pattern Recognition and Machine Learning  ,[],,,,2016-08-23,Australia,
Introduction to Machine Learning with R: Rigorous Mathematical Analysis  ,[],70.0,,,2018-03-31,Australia,AU Dollars
The Complete Python Course For Machine Learning Engineers: Two in one pack of mastering python for machine learning  ,[],0.0,,,2023-09-18,Australia,AU Dollars
PYTHON: 2 books in 1 : Learn python programming for beginners and machine learning  ,[],0.0,,,2020-10-28,Australia,AU Dollars
Ultimate Step by Step Guide to Machine Learning Using Python: Predictive modelling concepts explained in simple terms for beginners  ,[],0.0,,,2020-02-17,Australia,AU Dollars
"Machine Learning: An Algorithmic Perspective, Second Edition (Chapman & Hall/Crc Machine Learning & Pattern Recognition)  ",[],133.0,,,2014-10-08,Australia,AU Dollars
"""Machine Learning: A Comprehensive Guide from Fundamentals to Advanced Techniques""  ",[],0.0,,,2023-10-01,Australia,AU Dollars
Pragmatic Machine Learning with Python: Learn How to Deploy Machine Learning Models in Production (English Edition)  ,[],53.0,,,2020-04-30,Australia,AU Dollars
A Practical Guide to Quantum Machine Learning and Quantum Optimization: Hands-on Approach to Modern Quantum Algorithms  ,[],55.0,,,2023-03-31,Australia,AU Dollars
Machine Learning: 4 Books in 1: A Complete Overview for Beginners to Master the Basics of Python Programming and Understand How to Build Artificial Intelligence Through Data Science  ,[],39.0,,,2021-05-24,Australia,AU Dollars
"Inside Deep Learning: Math, Algorithms, Models  ",[],,,,2022-05-31,Australia,
ABCs of Machine Learning (Tinker Toddlers): STEAM Book to Kick-Start Your Future Genius!  ,[],0.0,,,2019-03-10,Australia,AU Dollars
"Machine Learning and Knowledge Discovery in Databases: Research Track: European Conference, ECML PKDD 2023, Turin, Italy, September 18–22, 2023, Proceedings, ... Notes in Computer Science Book 14170)  ",[],126.0,,,2023-09-16,Australia,AU Dollars
"Machine Learning and Knowledge Discovery in Databases: Research Track: European Conference, ECML PKDD 2023, Turin, Italy, September 18–22, 2023, Proceedings, ... Notes in Computer Science Book 14172)  ",[],126.0,,,2023-09-17,Australia,AU Dollars
Practical Machine Learning in R  ,[],47.0,,,2020-05-08,Australia,AU Dollars
Practical Python for Machine Learning and Data Science: Best Projects and Examples with Python  ,[],11.0,,,2023-10-15,Australia,AU Dollars
Supervised Machine Learning for Text Analysis in R  ,[],86.0,,,2021-10-22,Australia,AU Dollars
"Ethical Machines: Your Concise Guide to Totally Unbiased, Transparent, and Respectful AI  ",[],35.0,,,2022-10-18,Australia,AU Dollars
Machine Learning With Random Forests And Decision Trees: A Visual Guide For Beginners  ,[],0.0,,,2016-08-12,Australia,AU Dollars
Text as Data: A New Framework for Machine Learning and the Social Sciences  ,[],48.0,,,2022-06-07,Australia,AU Dollars
Microsoft Servers on AWS (AWS Quick Start)  ,[],0.0,,,2016-10-26,Australia,AU Dollars
Deep Learning from Scratch: Building with Python from First Principles  ,[],69.0,,,2019-09-09,Australia,AU Dollars
Handbook of Evolutionary Machine Learning (Genetic and Evolutionary Computation)  ,[],296.0,,,2023-12-03,Australia,AU Dollars
Introduction to Machine Learning  ,[],21.0,,,2022-01-04,Australia,AU Dollars
A Primer to the 42 Most commonly used Machine Learning Algorithms (With Code Samples). (Arificial Intelligence Book 1)  ,[],11.0,,,2023-01-26,Australia,AU Dollars
Tips and Tricks For Machine Learning: Tricks for a lifetime  ,[],34.0,,,2019-11-06,Australia,AU Dollars
"Machine Learning with Python: Keras, PyTorch, and TensorFlow: Unlocking the Power of AI and Deep Learning  ",[],53.0,,,2023-06-08,Australia,AU Dollars
Introduction to Natural Language Processing  ,[],140.0,,,2019-10-01,Australia,AU Dollars
