Title,Authors,Price,Stars,Number of Reviews,Published Date,Country,Currency
Algoritmos iluminados (Cuarta parte): Algoritmos para problemas NP-complejos: 4  ,"['de ', 'Tim Roughgarden', ' y ', 'Más opciones de compra', 'Otro formato: ']",17.0,,,,Spain,Euro
The Data Detective: Ten Easy Rules to Make Sense of Statistics  ,"['Edición en Inglés', 'de ', '695', 'Otro formato: ']",17.0,4.5,695.0,,Spain,Euro
"A City Is Not a Computer: Other Urban Intelligences: 2 (Places Books, 2)  ","['Edición en Inglés', 'de ', 'Shannon Mattern', '28', 'Sólo queda(n) 5 en stock (hay más unidades en camino).', 'Otro formato: ']",16.0,4.5,28.0,,Spain,Euro
Python: 3 books in 1 : Python basics for Beginners + Python Automation Techniques And Web Scraping + Python For Data Science And Machine Learning (English Edition)  ,"['Edición en Inglés', 'de ', '12', 'Otros formatos: ', ', ']",0.0,4.4,12.0,,Spain,Euro
Data Analysis for Social Science: A Friendly and Practical Introduction  ,"['Edición en Inglés', 'de ', ' y ', 'Kosuke Imai', '19', 'Más opciones de compra', 'Otros formatos: ', ', ']",41.0,4.8,19.0,,Spain,Euro
"LaTeX Graphics with TikZ: A practitioner's guide to drawing 2D and 3D images, diagrams, charts, and plots  ","['Edición en Inglés', 'de ', '13', 'Otro formato: ']",33.0,4.5,13.0,,Spain,Euro
"Data Science Without Makeup: A Guidebook for End-Users, Analysts, and Managers  ","['Edición en Inglés', 'de ', '5', 'Sólo queda(n) 1 en stock (hay más unidades en camino).', 'Otros formatos: ', ', ']",29.0,5.0,5.0,,Spain,Euro
Supercharge Power BI: Power BI is Better When You Learn To Write DAX  ,"['Edición en Inglés', 'de ', '98', 'Ofertas destacadas no disponibles', 'Otro formato: ']",,4.6,98.0,,Spain,
AI Ethics (The MIT Press Essential Knowledge series)  ,"['Edición en Inglés', 'de ', '160', 'Otros formatos: ', ', ']",15.0,4.4,160.0,,Spain,Euro
"Good Omens: the nice and accurate prophecies of Agnes Nutter, witch  ","['Edición en Inglés', 'de ', 'Gaiman Neil', '33.327', 'Más opciones de compra', 'Otros formatos: ', ', ', ', ', ', ', ', ']",12.0,4.6,33.327,,Spain,Euro
"Discriminating Data: Correlation, Neighborhoods, and the New Politics of Recognition  ","['Edición en Inglés', 'de ', ' y ', 'Alex Barnett', '8', 'Ofertas destacadas no disponibles', 'Otros formatos: ', ', ']",,3.9,8.0,,Spain,
"Python Machine Learning for Beginners: Learning from scratch NumPy, Pandas, Matplotlib, Seaborn, Scikitlearn, and TensorFlow for Machine Learning and ... Learning & Data Science for Beginners)  ","['Edición en Inglés', 'de ', '63', 'Otro formato: ']",23.0,4.4,63.0,,Spain,Euro
Data Visualization: A Practical Introduction  ,"['Edición en Inglés', 'de ', '198', 'Más opciones de compra', 'Otros formatos: ', ', ']",42.0,4.7,198.0,,Spain,Euro
Hidden Half: The Unseen Forces That Influence Everything  ,"['Edición en Inglés', 'de ', '132', 'PVPR: ', 'Más opciones de compra', 'Otros formatos: ', ', ', ', ']",13.0,4.2,132.0,,Spain,Euro
"Python for Finance Cookbook: Over 80 powerful recipes for effective financial data analysis, 2nd Edition  ","['Edición en Inglés', 'de ', '15', 'Otro formato: ']",37.0,4.2,15.0,,Spain,Euro
"Big Data: A Guide to Big Data Trends, Artificial Intelligence, Machine Learning, Predictive Analytics, Internet of Things, Data Science, Data Analytics, Business Intelligence, and Data Mining  ","['Edición en Inglés', 'de ', '21', 'Otros formatos: ', ', ', ', ']",12.0,4.2,21.0,,Spain,Euro
"Microsoft Power BI Quick Start Guide: The ultimate beginner's guide to data modeling, visualization, digital storytelling, and more, 3rd Edition  ","['Edición en Inglés', 'de ', ', ', 'Erin Ostrowsky', ', et ál.', '49', 'Otro formato: ']",35.0,4.2,49.0,,Spain,Euro
"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are (English Edition)  ","['Edición en Inglés', 'de ', '5.761', 'PVP ed. digital: ', 'Otros formatos: ', ', ', ', ']",10.0,4.4,5.761,,Spain,Euro
Refactoring: Improving the Design of Existing Code (Addison-Wesley Signature Series (Fowler)) (English Edition)  ,"['Edición en Inglés', 'de ', '946', 'PVP ed. digital: ', 'Otro formato: ']",32.0,4.7,946.0,,Spain,Euro
The Backyard Astronomer's Guide  ,"['Edición en Inglés', 'de ', 'Terence Dickinson', ', ', ', et ál.', '490']",33.0,4.8,490.0,,Spain,Euro
Algorithms and Data Structures for CRM (English Edition)  ,"['Edición en Inglés', 'de ']",0.0,,,,Spain,Euro
"Data Governance: How to Design, Deploy, and Sustain an Effective Data Governance Program  ","['Edición en Inglés', 'de ', '112', 'Más opciones de compra', 'Otro formato: ']",55.0,4.5,112.0,,Spain,Euro
The Universe and the Teacup: The Mathematics of Truth and Beauty (English Edition)  ,"['Edición en Inglés', 'de ', '115', 'PVP ed. digital: ', 'Otros formatos: ', ', ', ', ']",12.0,4.3,115.0,,Spain,Euro
Demand Forecasting Best Practices  ,"['Edición en Inglés', 'de ', '9', 'Otro formato: ']",39.0,4.7,9.0,,Spain,Euro
"Cyber Attacks: Protecting National Infrastructure, STUDENT EDITION (English Edition)  ","['Edición en Inglés', 'de ', 'Edward Amoroso', '9', 'PVP ed. digital: ', 'Otro formato: ']",29.0,4.3,9.0,,Spain,Euro
The Data Science Design Manual (Texts in Computer Science)  ,"['Edición en Inglés', 'de ', 'Steven S. Skiena', '77', 'Más opciones de compra', 'Otros formatos: ', ', ']",64.0,4.6,77.0,,Spain,Euro
"Better Data Visualizations: A Guide for Scholars, Researchers, and Wonks  ","['Edición en Inglés', 'de ', '305', 'Ofertas destacadas no disponibles', 'Otros formatos: ', ', ', ', ']",,4.5,305.0,,Spain,
Data Visualization with Excel Dashboards and Reports  ,"['Edición en Inglés', 'de ', '109', 'Más opciones de compra', 'Otro formato: ']",34.0,4.4,109.0,,Spain,Euro
"Visualizing Health and Healthcare Data: Creating Clear and Compelling Visualizations to ""See How You're Doing""  ","['Edición en Inglés', 'de ', 'Lindsay Betzendahl', ', ', 'Cambria Brown', ', et ál.', '64', 'Sólo queda(n) 2 en stock (hay más unidades en camino).', 'Otro formato: ']",29.0,4.5,64.0,,Spain,Euro
Algorithms and Data Structures for OOP With C# (English Edition)  ,"['Edición en Inglés', 'de ']",0.0,,,,Spain,Euro
"The Science of Golf: The Math, Technology, and Data  ","['Edición en Inglés', 'de ', '48', 'Más opciones de compra', 'Otro formato: ']",13.0,4.2,48.0,,Spain,Euro
AI 2041: Ten Visions for Our Future (English Edition)  ,"['Edición en Inglés', 'de ', ' y ', '1.306', 'PVP ed. digital: ', 'Otros formatos: ', ', ']",12.0,4.3,1.306,,Spain,Euro
"Analysis of Images, Social Networks and Texts: Third International Conference, AIST 2014, Yekaterinburg, Russia, April 10-12, 2014, Revised Selected Papers ... Science Book 436) (English Edition)  ","['Edición en Inglés', 'de ', ', ', 'Mikhail Yu. Khachay', ', et ál.', 'PVP ed. digital: ', 'Otro formato: ']",36.0,,,,Spain,Euro
"The Age of AI: ""THE BOOK WE ALL NEED"" (English Edition)  ","['Edición en Inglés', 'de ', 'Henry A Kissinger', ', ', ', et ál.', '1.584', 'PVP ed. impresa: ', 'Otros formatos: ', ', ', ', ']",5.0,4.2,1.584,,Spain,Euro
Atlas of the Invisible: Maps & Graphics That Will Change How You See the World  ,"['Edición en Inglés', 'de ', ' y ', '210', 'PVPR: ', 'Más opciones de compra']",22.0,4.7,210.0,,Spain,Euro
Cyber Privacy: Who Has Your Data and Why You Should Care  ,"['Edición en Inglés', 'de ', '71', 'Otros formatos: ', ', ']",19.0,4.4,71.0,,Spain,Euro
Fundamentals of Data Visualization: A Primer on Making Informative and Compelling Figures  ,"['Edición en Inglés', 'de ', '196', 'Otro formato: ']",53.0,4.6,196.0,,Spain,Euro
"The Data Model Resource Book, Volume 2: A Library of Universal Data Models by Industry Types  ","['Edición en Inglés', 'de ', ' y ', 'John A. Zachman', '28', 'PVPR: ', 'Sólo queda(n) 4 en stock (hay más unidades en camino).', 'Más opciones de compra', 'Otro formato: ']",67.0,4.1,28.0,,Spain,Euro
A Hands-On Introduction to Data Science  ,"['Edición en Inglés', 'de ', '63', 'PVPR: ', 'Sólo queda(n) 5 en stock (hay más unidades en camino).', 'Otro formato: ']",49.0,4.6,63.0,,Spain,Euro
The New Silk Roads: The Present and Future of the World (English Edition)  ,"['Edición en Inglés', 'de ', '1.478', 'PVP ed. digital: ', 'Otros formatos: ', ', ']",11.0,4.3,1.478,,Spain,Euro
Algorithms Illuminated (Part 2): Graph Algorithms and Data Structures  ,"['Edición en Inglés', 'de ', '257', 'PVPR: ', 'Más opciones de compra', 'Otro formato: ']",16.0,4.7,257.0,,Spain,Euro
Hooked: How to Build Habit-Forming Products (English Edition)  ,"['Edición en Inglés', 'de ', '8.144', 'PVP ed. digital: ', 'Otros formatos: ', ', ', ', ']",10.0,4.5,8.144,,Spain,Euro
"Ways of Being: Animals, Plants, Machines: The Search for a Planetary Intelligence  ","['Edición en Inglés', 'de ', '210', 'Más opciones de compra', 'Otros formatos: ', ', ']",15.0,4.5,210.0,,Spain,Euro
Think Stats 2e: Exploratory Data Analysis  ,"['Edición en Inglés', 'de ', '148', 'Más opciones de compra', 'Otro formato: ']",26.0,4.2,148.0,,Spain,Euro
"How to Investigate UFOs with your Smart Phone: Tools, tips, tricks and cutting-edge UFO investigation techniques (UFO-Track Book 1) (English Edition)  ","['Edición en Inglés', 'de ', 'John Craig', '3', 'Otro formato: ']",0.0,3.3,3.0,,Spain,Euro
Artificial Intelligence: A Guide for Thinking Humans (Pelican Books)  ,"['Edición en Inglés', 'de ', '633', 'Otros formatos: ', ', ']",10.0,4.6,633.0,,Spain,Euro
The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography (English Edition)  ,"['Edición en Inglés', 'de ', '1.813', 'PVP ed. digital: ', 'Otros formatos: ', ', ']",5.0,4.7,1.813,,Spain,Euro
"Data Science: 30th British International Conference on Databases, BICOD 2015, Edinburgh, UK, July 6-8, 2015, Proceedings (Lecture Notes in Computer Science Book 9147) (English Edition)  ","['Edición en Inglés', 'de ', 'Sebastian Maneth', 'PVP ed. digital: ', 'Otro formato: ']",34.0,,,,Spain,Euro
Life 3.0: Being Human in the Age of Artificial Intelligence (English Edition)  ,"['Edición en Inglés', 'de ', '5.148', 'PVP ed. digital: ', 'Otros formatos: ', ', ']",9.0,4.4,5.148,,Spain,Euro
"Data Science: Third International Conference of Pioneering Computer Scientists, Engineers and Educators, ICPCSEE 2017, Changsha, China, September 22–24, ... Science Book 727) (English Edition)  ","['Edición en Inglés', 'de ', 'Beiji Zou', ', ', 'Min Li', ', et ál.', 'PVP ed. digital: ', 'Otro formato: ']",65.0,,,,Spain,Euro
"Data Science: Third International Conference of Pioneering Computer Scientists, Engineers and Educators, ICPCSEE 2017, Changsha, China, September 22–24, ... Science Book 728) (English Edition)  ","['Edición en Inglés', 'de ', 'Beiji Zou', ', ', 'Qilong Han', ', et ál.', 'PVP ed. digital: ', 'Otro formato: ']",36.0,,,,Spain,Euro
The Lost Metal: A Mistborn Novel (English Edition)  ,"['Edición en Inglés', 'de ', '9.887', 'PVP ed. impresa: ', 'Otros formatos: ', ', ']",6.0,4.7,9.887,,Spain,Euro
The Man Who Solved the Market: How Jim Simons Launched the Quant Revolution SHORTLISTED FOR THE FT & MCKINSEY BUSINESS BOOK OF THE YEAR AWARD 2019 (English Edition)  ,"['Edición en Inglés', 'de ', '4.231', 'PVP ed. digital: ', 'Otros formatos: ', ', ']",10.0,4.4,4.231,,Spain,Euro
Novacene: The Coming Age of Hyperintelligence  ,"['Edición en Inglés', 'de ', '832', 'Otros formatos: ', ', ']",11.0,4.5,832.0,,Spain,Euro
"Travel Guide To Arusha National Park, Tanzania: Discover the Unspoiled Beauty, Wildlife Wonders, Biodiversity, Safari and Cultural Treasures of Arusha National Park (English Edition)  ","['Edición en Inglés', 'de ', 'Tony Lawson ', 'Otro formato: ']",5.0,,,,Spain,Euro
"I Heart Logs: Event Data, Stream Processing, and Data Integration  ","['Edición en Inglés', 'de ', '89', 'Más opciones de compra', 'Otro formato: ']",26.0,3.9,89.0,,Spain,Euro
The Road To Conscious Machines: The Story of AI (Pelican Books)  ,"['Edición en Inglés', 'de ', 'Wooldridge Michael', '130', 'Más opciones de compra', 'Otros formatos: ', ', ']",14.0,4.6,130.0,,Spain,Euro
"Fraud Analytics Using Descriptive, Predictive, and Social Network Techniques: A Guide to Data Science for Fraud Detection (Wiley and SAS Business Series)  ","['Edición en Inglés', 'de ', '55', 'Sólo queda(n) 2 en stock (hay más unidades en camino).', 'Otro formato: ']",36.0,4.0,55.0,,Spain,Euro
,[],,,,,France,
Data Modeling with Snowflake: A practical guide to accelerating Snowflake development using universal data modeling techniques  ,['Serge Gershkovich'],28.0,4.8,20.0,,France,Franc
A Beginner’s Guide to Streamlit for Data Science: Book 1 : Foundations (English Edition)  ,['Partha Mishra'],23.0,5.0,2.0,,France,Franc
"R pour les data sciences: Importer, classer, transformer, visualiser et modéliser les données  ","['Hadley Wickham', 'Garrett Grolemund']",26.0,3.9,5.0,,France,Franc
Purview of Data Science: A Smart Book of Data Science (English Edition)  ,[],2.0,,,,France,Franc
SCIENCES : TOUTES LES GRANDES DATES  ,['Susan Kennedy'],,4.8,54.0,,France,
Fundamentals of Data Engineering: Plan and Build Robust Data Systems  ,"['Joe Reis', 'Matt Housley']",37.0,4.7,336.0,,France,Franc
Model-Based Clustering and Classification for Data Science: With Applications in R (Cambridge Series in Statistical and Probabilistic Mathematics Book 50) (English Edition)  ,[],57.0,5.0,11.0,,France,Franc
Python for Data Science For Dummies (English Edition)  ,['Luca Massaron'],22.0,,,,France,Franc
Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy  ,"[""Cathy O'Neil"", 'Relié']",9.0,4.4,,,France,Franc
Data Science and Analysis with Python: 3 in 1 Guide: Python-Based Solutions for Big Data and Machine Learning  ,[],,,,,France,
Geospatial Data Science Quick Start Guide: Effective techniques for performing smarter geospatial analysis using location intelligence  ,"['Abdishakur Hassan', 'Jayakrishnan Vijayaraghavan']",14.0,4.3,11.0,,France,Franc
Data Science for Beginners: 3 in 1 Book: A Beginner's Roadmap to Analyzing the Future. Empowering Insights from Raw Data (English Edition)  ,[],,5.0,2.0,,France,
Doing Data Science: Straight Talk from the Frontline (English Edition)  ,"[""Cathy O'Neil"", 'Rachel Schutt']",26.0,4.4,197.0,,France,Franc
The Fast-Track Guide to VXLAN BGP EVPN Fabrics: Implement Today’s Multi-Tenant Software-Defined Networks  ,[],32.0,4.4,10.0,,France,Franc
"DATA ANALYTICS 1: A Comprehensive Guide to Data Analysis in Industry: A Complete Book on Data Science, Data Analysis and its Usage in Industry (English Edition)  ",[],7.0,,,,France,Franc
"Becoming a Data Head: How to Think, Speak, and Understand Data Science, Statistics, and Machine Learning  ","['Alex J. Gutman', 'Jordan Goldmeier']",25.0,4.6,277.0,,France,Franc
"Numerical Python: Scientific Computing and Data Science Applications With Numpy, Scipy and Matplotlib  ",[],58.0,4.5,134.0,,France,Franc
Data Science for Babies 2  ,['Tim Cogan'],7.0,,,,France,Franc
Introduction to Data Platforms: How to leverage data fabric concepts to engineer your organization's data for today's cloud-based digital world  ,[],23.0,5.0,2.0,,France,Franc
Practical Linear Algebra for Data Science: From Core Concepts to Applications Using Python  ,['Mike X Cohen'],57.0,4.5,38.0,,France,Franc
"Python pour la Data Science - Analysez vos données avec NumPy, Pandas, Matplotlib et Seaborn - Livre avec complément vidéo : Visualisation de données  ",[],49.0,,,,France,Franc
The AI Product Manager's Handbook: Develop a product that takes advantage of machine learning to solve AI problems  ,['Irene Bratsis'],44.0,4.2,14.0,,France,Franc
"Building Data Science Applications with FastAPI: Develop, manage, and deploy efficient machine learning applications with Python, 2nd Edition  ",['Francois Voron'],49.0,,,,France,Franc
Appliquer la data science à l'assurance  ,['David Dubois'],39.0,5.0,1.0,,France,Franc
Data Science for Beginners: Comprehensive Guide to Most Important Basics in Data Science  ,['Alex Campbell'],15.0,3.8,35.0,,France,Franc
Hands-On Web Scraping with Python: Extract quality data from the web using effective Python techniques  ,['Anish Chapagain'],39.0,,,,France,Franc
Confident Data Science: Discover the Essential Skills of Data Science (Confident Series Book 15) (English Edition)  ,['Adam Ross Nelson'],12.0,5.0,1.0,,France,Franc
"Expert Data Modeling with Power BI: Enrich and optimize your data models to get the best out of Power BI for reporting and business needs, 2nd Edition  ",['Soheil Bakhshi'],58.0,4.9,10.0,,France,Franc
Streamlit for Data Science: Create interactive data apps in Python  ,['Tyler Richards'],49.0,5.0,7.0,,France,Franc
"Hands-On Data Analysis with Pandas: A Python data science handbook for data collection, wrangling, analysis, and visualization, 2nd Edition  ",['Stefanie Molin'],41.0,4.4,91.0,,France,Franc
"R pour les data sciences: Importer, classer, transformer, visualiser et modéliser les données  ","['Hadley Wickham', 'Garrett Grolemund']",39.0,3.9,5.0,,France,Franc
AI's Impact on Big Data Analysis (Advanced Sci-Tech Books) (English Edition)  ,['Shah Rukh'],12.0,,,,France,Franc
"Data Governance: The Definitive Guide: People, Processes, and Tools to Operationalize Data Trustworthiness  ","['Evren Eryurek', 'Uri Gilad']",56.0,4.3,75.0,,France,Franc
"Network Science with Python: Explore the networks around us using network science, social network analysis, and machine learning  ",['David Knickerbocker'],49.0,5.0,7.0,,France,Franc
Data Mining for the Social Sciences – An Introduction  ,[],38.0,4.7,5.0,,France,Franc
Guide to Spark Partitioning: Spark Partitioning Explained in Depth  ,[],8.0,4.1,21.0,,France,Franc
Data Science For Dummies  ,['Lillian Pierson'],32.0,4.5,61.0,,France,Franc
The Data Science Handbook: Advice and Insights from 25 Amazing Data Scientists  ,['Carl Shan'],22.0,4.4,48.0,,France,Franc
"Mastering Data Science and Analytics: From Theory to Practice"" (English Edition)  ",[],11.0,,,,France,Franc
"The Economics of Data, Analytics, and Digital Transformation: The theorems, laws, and empowerments to guide your organization's digital transformation  ",['Bill Schmarzo'],44.0,4.3,91.0,,France,Franc
Data Sketches  ,"['Nadieh Bremer', 'Shirley Wu']",47.0,4.5,99.0,,France,Franc
Data Science for Executives: Leveraging Machine Intelligence to Drive Business ROI  ,"['Nir Kaldero', 'Relié']",18.0,4.1,65.0,,France,Franc
Elecboy - Tome 3 - La Data Croix  ,[],15.0,4.0,4.0,,France,Franc
Football Hackers  ,['Christoph Biermann'],20.0,4.6,787.0,,France,Franc
Data Science for Business Professionals: A Practical Guide for Beginners (English Edition)  ,[],32.0,4.0,4.0,,France,Franc
Data Management at Scale: Modern Data Architecture With Data Mesh and Data Fabric  ,['Piethein Strengholt'],54.0,4.4,13.0,,France,Franc
How to Get a Date with the Evil Queen (Monster Girlfriend Book 2) (English Edition)  ,['Marie Cardno'],3.0,4.3,43.0,,France,Franc
Interactive Dashboards and Data Apps with Plotly and Dash: Harness the power of a fully fledged frontend web framework in Python – no JavaScript required  ,['Elias Dabbas'],51.0,4.4,42.0,,France,Franc
"R pour les data sciences: Importer, classer, transformer, visualiser et modéliser les données  ","['Hadley Wickham', 'Garrett Grolemund']",39.0,3.9,5.0,,France,Franc
Model-Based Clustering and Classification for Data Science: With Applications in R (Cambridge Series in Statistical and Probabilistic Mathematics Book 50) (English Edition)  ,[],57.0,5.0,11.0,,France,Franc
Purview of Data Science: A Smart Book of Data Science (English Edition)  ,[],2.0,,,,France,Franc
Practical Data Science with Python: Learn tools and techniques from hands-on examples to extract insights from data  ,['Nathan George'],54.0,4.7,15.0,,France,Franc
SCIENCES : TOUTES LES GRANDES DATES  ,['Susan Kennedy'],22.0,4.8,54.0,,France,Franc
Python for Data Science For Dummies (English Edition)  ,['Luca Massaron'],22.0,,,,France,Franc
Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy  ,"[""Cathy O'Neil"", 'Relié']",12.0,4.4,,,France,Franc
Data Science for Beginners: 3 in 1 Book: A Beginner's Roadmap to Analyzing the Future. Empowering Insights from Raw Data (English Edition)  ,[],31.0,5.0,2.0,,France,Franc
Fundamentals of Data Engineering: Plan and Build Robust Data Systems  ,"['Joe Reis', 'Matt Housley']",57.0,4.7,336.0,,France,Franc
Doing Data Science: Straight Talk from the Frontline (English Edition)  ,"[""Cathy O'Neil"", 'Rachel Schutt']",26.0,4.4,197.0,,France,Franc
Data Science and Analysis with Python: 3 in 1 Guide: Python-Based Solutions for Big Data and Machine Learning  ,[],25.0,,,,France,Franc
Geospatial Data Science Quick Start Guide: Effective techniques for performing smarter geospatial analysis using location intelligence  ,"['Abdishakur Hassan', 'Jayakrishnan Vijayaraghavan']",32.0,4.3,11.0,,France,Franc
"DATA ANALYTICS 1: A Comprehensive Guide to Data Analysis in Industry: A Complete Book on Data Science, Data Analysis and its Usage in Industry (English Edition)  ",[],7.0,,,,France,Franc
Data Science for Supply Chain Forecasting  ,['Nicolas Vandeput'],49.0,4.5,87.0,,France,Franc
"Becoming a Data Head: How to Think, Speak, and Understand Data Science, Statistics, and Machine Learning  ","['Alex J. Gutman', 'Jordan Goldmeier']",29.0,4.6,277.0,,France,Franc
"Python Programming : 2 Books in 1: Python for Data Science, Python for Beginners, Improve your Coding Skills and Learn All the Secrets About Machine Learning With our Crash Course  ",['Ben Chan'],394.0,4.7,4.0,2020-12-03,India,Rupees
"Data Science Projects with Python: A case study approach to successful data science projects using Python, pandas, and scikit-learn  ",['Stephen Klosterman'],2.0,4.3,86.0,2019-04-30,India,Rupees
Computer Science and Information Technology GATE 2024  ,[],561.0,4.1,11.0,2023-04-25,India,Rupees
Data Engineering With Python (Data Science Paper-III) B.Sc II-Year III-Sem (As Per the (OU) CBCS 2020-21 Syllabus (Including LAB Practical with Solutions) Latest 2023 Edition  ,[],152.0,,,2023-09-14,India,Rupees
Python Data Science Handbook: Essential Tools For Working With Data (Greyscale Indian Edition)  ,['Jake VanderPlas'],2.0,4.4,780.0,2016-01-01,India,Rupees
"R for Data Science: Import, Tidy, Transform, Visualize, and Model Data (Greyscale Indian Edition)  ","['Hadley Wickham', 'Garrett Grolemund']",1.0,4.7,1638.0,2017-02-04,India,Rupees
"Business Data Science: Combining Machine Learning and Economics to Optimize, Automate, and Accelerate Business Decisions (BUSINESS BOOKS)  ",['Matt Taddy'],2.0,4.5,162.0,2019-08-18,India,Rupees
SQL for Data Scientists - A Beginner's Guide for Building Datasets for Analysis  ,[],3.0,4.7,63.0,2021-11-15,India,Rupees
Statistics without Tears  ,[],372.0,4.5,896.0,2018-07-05,India,Rupees
"Data Analytics for Absolute Beginners: Make Decisions Using Every Variable: (Introduction to Data, Data Visualization, Business Intelligence & Machine ... Science, Python & Statistics for Beginners)  ",['Oliver Theobald'],0.0,4.3,398.0,2017-01-06,India,Rupees
"R for Data Science: Import, Tidy, Transform, Visualize, and Model Data, Second Edition (Full Colour Print)  ",['Mine Çetinkaya-Rundel'],2.0,4.8,24.0,2023-06-21,India,Rupees
"Hands-On Data Analysis with Pandas: A Python data science handbook for data collection, wrangling, analysis, and visualization, 2nd Edition  ",['Stefanie Molin'],2.0,4.4,91.0,2021-04-29,India,Rupees
Artificial Intelligence | Data Science | Machine Learning 2022 (Set of 3 Books)  ,[],1.0,5.0,1.0,2022-01-01,India,Rupees
Data Mining and Predictive Analytics (Wiley Series on Methods and Applications in Data Mining)  ,['Daniel T. Larose'],11.0,4.4,85.0,2015-04-24,India,Rupees
"ARTIFICIAL INTELLIGENCE: A MODERN APPROACH, 4TH EDITION  ",[],785.0,4.3,156.0,2022-05-31,India,Rupees
An Introduction to Statistical Learning: with Applications in R (Springer Texts in Statistics)  ,"['Gareth James', 'Daniela Witten']",1.0,4.7,1883.0,2017-09-29,India,Rupees
SQL for Data Analysis: Advanced Techniques for Transforming Data into Insights (Grayscale Indian Edition)  ,['Cathy Tanimura'],1.0,4.7,128.0,2021-09-17,India,Rupees
Practical Data Science with Jupyter  ,['Prateek Gupta'],571.0,4.1,18.0,2021-01-03,India,Rupees
Defining Enterprise Data and Analytics Strategy: Pragmatic Guidance on Defining Strategy Based on Successful Digital Transformation Experience of ... Companies (Management for Professionals)  ,[],5.0,4.2,3.0,2022-11-07,India,Rupees
"Advanced Data Mining and Applications: 19th International Conference, ADMA 2023, Shenyang, China, August 21–23, 2023, Proceedings, Part III (Lecture Notes in Computer Science Book 14178)  ",[],4.0,,,2023-12-06,India,Rupees
"The Digital Edge: Innovation, Digital Transformation, and the Impact of Emerging Technologies on Business  ",[],0.0,,,2023-11-02,India,Rupees
Algorithms  ,[],662.0,,,2023-08-08,India,Rupees
Malware Data Science: Attack Detection and Attribution  ,['Joshua Saxe'],2.0,4.6,99.0,2018-09-25,India,Rupees
Effective Data Science Infrastructure: How to make data scientists productive  ,['Ville Tuulos'],3.0,4.5,10.0,2022-09-19,India,Rupees
A Complete Book on Data Interpretation and Analysis for BANK PO | IBPS PO | RBI | SBI and other bank Exams (English Printed Second Edition)  ,['Adda247 Publications'],450.0,4.4,484.0,2021-01-01,India,Rupees
A Textbook of Data Science for Class 8 [Paperback] Goyal Brothers Prakashan [Paperback] Goyal Brothers Prakashan  ,[],195.0,2.5,2.0,2022-01-01,India,Rupees
NCERT | CLASS 11 | BIOLOGY | ENGLISH MEDIUM | 2023  ,[],95.0,5.0,2.0,2023-01-01,India,Rupees
Hands on Data Science for Biologists Using Python  ,['Yasha Hasija'],2.0,4.0,1.0,2021-04-09,India,Rupees
"Computer Networks, 6e  ",[],765.0,4.1,30.0,2022-04-01,India,Rupees
"Advanced Data Mining and Applications: 19th International Conference, ADMA 2023, Shenyang, China, August 21–23, 2023, Proceedings, Part I (Lecture Notes in Computer Science Book 14176)  ",[],7.0,,,2023-12-06,India,Rupees
Applied Data Science Using PySpark: Learn the End-to-End Predictive Model-Building Cycle  ,[],1.0,,,2022-01-01,India,Rupees
"A Textbook of Data Structures and Algorithms Volum e 1: Mastering Linear Data Structures (Textbook of Data Structures and Algorithms, 1)  ",[],14.0,,,2023-03-20,India,Rupees
Azure Data Engineer Associate Certification Guide: A hands-on reference guide to developing your data engineering skills and preparing for the DP-203 exam  ,['Newton Alex'],3.0,4.0,26.0,2022-03-31,India,Rupees
Data Science Strategy for Dummies  ,[],620.0,4.2,49.0,2019-01-01,India,Rupees
System Design Interview: An insider's guide – Volume 2 (Greyscale Indian Edition)  ,"['Alex Xu', 'Sahn Lam']",1.0,4.2,6.0,2023-07-10,India,Rupees
Big Data Science Analytics and Machine Learning [Paperback]  ,[],370.0,5.0,1.0,2021-01-01,India,Rupees
Advanced Data Mining Techniques  ,['Dursun Delen'],7.0,,,2008-01-21,India,Rupees
"Designing Data-Intensive Applications: The Big Ideas Behind Reliable, Scalable, and Maintainable Systems (Greyscale Indian Edition)  ",['Martin Kleppmann'],1.0,4.7,2321.0,2017-05-11,India,Rupees
Fundamentals of Data Engineering: Plan and Build Robust Data Systems (Grayscale Indian Edition)  ,"['Joe Reis', 'Matt Housley']",1.0,4.7,375.0,2022-06-27,India,Rupees
Knowledge Graphs and Big Data Processing (Lecture Notes in Computer Science Book 12072)  ,[],0.0,4.4,83.0,2020-07-15,India,Rupees
Data Science and Its Applications  ,['Aakanksha Sharaff'],5.0,,,2021-08-18,India,Rupees
"Advanced Data Mining and Applications: 19th International Conference, ADMA 2023, Shenyang, China, August 21–23, 2023, Proceedings, Part V (Lecture Notes in Computer Science Book 14180)  ",[],6.0,,,2023-12-06,India,Rupees
A Conceptual approach to library and information science A complete self study guide by Dr Amit kishore 3rd Edition 2022  ,[],489.0,4.1,24.0,2022-01-01,India,Rupees
Python for Data Science  ,[],429.0,4.2,7.0,2021-05-01,India,Rupees
Practical Data Science with R | BS  ,[],795.0,4.3,25.0,2014-01-01,India,Rupees
